"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",5
"Catholic",0
"Communist",0
"Criminals",35
"Dissident",37.4
"Education",0
"Elite",4
"Ethnic NGOs",0
"General Population",171.2
"Government",93.7
"Government Major Party (In Government)",0
"Human Rights NGOs",4
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",9
"Medical",0
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",26
"Protestors",0
"Radicals",0
"Rebel",0
"Social",128.1
"South American Indigenous",0
"Unidentified Forces",4.6
