"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",92
"Criminals",47
"Dissident",102
"Education",9
"Executive",0
"Fundamentalist",158.9
"General Population",865.2
"Government",1064.9
"Ideological",16
"Insurgents",12
"Intelligence Ministry",0
"International Religious",0
"Judicial",14
"Labor",30.5
"Legal",0
"Legislative",6
"Local",0
"Media",9
"Medical",22
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",17.6
"Police",0
"Protestors",11
"Provincial",0
"Radicals",0
"Rebel",273.2
"Social",754.4
"Sunni",193.5
"Unidentified Forces",143.6
