"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",0
"Beja",0
"Business",14.8
"Criminals",0
"Dissident",0
"Education",0
"General Population",8.8
"Government",1.9
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",28.8
"International Religious",0
"Labor",0
"Local",6.1
"Media",7.8
"Military",34.8
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",13.8
"Police",33.8
"Print News",0
"Protestors",0
"Provincial",0
"Rebel",29.8
"Refugees",0
"Social",141.4
"Unidentified Forces",0
"Women",0
