"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",18.8
"Beja",0
"Business",20
"Criminals",5.8
"Dissident",0
"Education",13.8
"General Population",288.1
"Government",161.1
"Government Major Party (In Government)",0
"Health Ministry",14.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",10.8
"International Ethnic",0
"International Religious",0
"Labor",0
"Local",7.8
"Media",22.8
"Military",0
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",18.8
"Police",68.9
"Print News",0
"Protestors",27.9
"Provincial",0
"Rebel",132.3
"Refugees",0
"Social",19.8
"Unidentified Forces",61.4
"Women",0
