"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",17.4
"Dissident",11.4
"Exiles",0
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",37.4
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0
"Police",31.4
"Protestors",0
"Provincial",21.4
"Provincial Party",0
"Radio News",0
"Rebel",32.4
"Social",33.8
"Unidentified Forces",32.4
"Upper House",0
