"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",3.5
"Catholic",0
"Communist",0
"Criminals",31.1
"Dissident",24
"Education",0
"Elite",0
"Ethnic NGOs",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",8.9
"Justice",0
"Legal",8.9
"Media",0
"Medical",0
"Military",0.5
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",11.9
"Police",26.9
"Protestors",3.9
"Radicals",0
"Rebel",0
"Social",177.7
"South American Indigenous",0
"Unidentified Forces",0
