"TSectors","Intensity"
"(National) Major Party",108.2
"Agricultural",45.2
"Buddhist",0
"Business",0
"Criminals",35.2
"Dissident",205.6
"Education",0
"Elite",23.2
"Exiles",0
"General Population",602.6
"Government",62.5
"Government Major Party (In Government)",30.7
"Human Rights IGOs",22.2
"Human Rights NGOs",50.7
"Insurgents",0
"International Religious",0
"Judicial",24.2
"Labor",35.2
"Legislative",23.3
"Media",35.2
"Medical",31.2
"Military",0
"Municipal",0
"Muslim",36.2
"National Religious",26.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",40.2
"Police",102.9
"Protestors",112.9
"Radicals",0
"Rebel",0
"Social",137.3
"Unidentified Forces",26.2
