"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",7
"Criminals",8.2
"Dissident",6
"Education",0
"Elite",10
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",73
"Government",17.6
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",43.6
"Police",6
"Protestors",19
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",76.5
"Unidentified Forces",20
