"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",0
"Dissident",20
"Exiles",0
"General Population",0
"Government",11.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",23
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",0.4
"Police",0
"Protestors",9
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",10
"Social",80.5
"Unidentified Forces",29
"Upper House",0
