"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",0
"Dissident",37.9
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",64.9
"Government",119.6
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",30.4
"Local",0
"Media",13.4
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",9.9
"Protestors",26.9
"Provincial",0
"Rebel",0
"Refugees",0
"Social",75.8
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",0
