"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",0
"Criminals",156.2
"Dissident",23
"Education",24.5
"Elections Ministry",0
"Exiles",0
"General Population",132
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",25
"Legal",17
"Marines",0
"Media",22
"Military",25
"Municipal",0
"National Religious",18
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",63
"Protestors",0
"Radicals",21
"Rebel",0
"Separatists",0
"Social",26.5
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",43
