"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",6
"Dissident",11
"Education",2.6
"Elite",0
"Executive",0
"Executive Office",0
"General Population",3
"Government",11.6
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",0
"Police",6
"Protestors",0
"Rebel",0
"Social",0
"Unidentified Forces",0
"Upper House",0
