"TSectors","Intensity"
"Agricultural",0
"Business",4.3
"Catholic",0
"Criminals",39.3
"Dissident",4.3
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",94.3
"Government",18.9
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",4.3
"Legal",0
"Legislative",0
"Local",0
"Media",6.3
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",2.3
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",6.7
"Protestors",0
"Provincial",0
"Rebel",22.3
"Refugees",0
"Social",109.9
"Television Entertainment",0
"Unidentified Forces",0
"Upper House",0
