"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",9.5
"Dissident",76.5
"Exiles",0
"General Population",119.5
"Government",145.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",43.5
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",2
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",25.1
"Police",0
"Protestors",0
"Provincial",0
"Provincial Party",0
"Radio News",0
"Rebel",0
"Social",108.5
"Unidentified Forces",40.2
"Upper House",0
