"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",53.6
"Dissident",54.6
"Education",27.6
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",87.7
"Government",3.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"International Ethnic",44.6
"Kurd (Ethnic Group)",0
"Labor",34.6
"Labor NGOs",0
"Legal",20.6
"Media",20.6
"Military",45.8
"Military Intelligence",0
"National",33.6
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",34.6
"Police",31.6
"Protestors",36.6
"Radicals",0
"Radio News",0
"Rebel",0
"Social",0
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",31.2
