"TSectors","Intensity"
"(National) Major Party",54.6
"Agricultural",118.2
"Buddhist",0
"Business",111.5
"Criminals",0
"Dissident",116.2
"Education",72.7
"Elite",0
"Exiles",0
"General Population",207.6
"Government",8.8
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",76.7
"Insurgents",0
"International Religious",76.7
"Judicial",59.7
"Labor",0
"Legislative",82.3
"Media",55.7
"Medical",69.7
"Military",62.7
"Municipal",0
"Muslim",68.7
"National Religious",0
"Nongovernmental Organization (International)",90.7
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",46.1
"Police",99.2
"Protestors",0
"Radicals",0
"Rebel",77.7
"Social",234.7
"Unidentified Forces",67.7
