"TSectors","Intensity"
"Agricultural",6
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",32
"Elections Ministry",0
"Exiles",0
"General Population",19.6
"Government",12.2
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",105
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",0
"Medical",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",73
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",100.6
"State Media",0
