"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",0
"Criminals",61.4
"Defense",0
"Dissident",62.4
"Education",0
"Elite",0
"Executive",5
"General Population",1060.3
"Government",50.3
"Intelligence Ministry",0
"Interior",46.4
"International Religious",54.4
"Judicial",0
"Kurd (Ethnic Group)",40
"Labor",57.4
"Legal",0
"Legislative",0
"Local",45.5
"Media",0
"Medical",0
"Military",248.5
"Muslim",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",37.4
"Police",375
"Protestors",0
"Provincial",0
"Radicals",21.8
"Rebel",0
"Social",188
"Sunni",36.4
"Unidentified Forces",111.8
