"TSectors","Intensity"
"Business",13.4
"Criminals",9.4
"Defense",0
"Dissident",35.4
"Education",22.4
"Elite",0
"Executive",0
"Executive Office",14.4
"General Population",134.4
"Government",222.9
"Human Rights IGOs",19.4
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",21.4
"Labor",9.6
"Local",0
"Media",15.4
"Medical",0
"Military",0
"Muslim",0
"National Religious",13.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",34.4
"Police",0
"Protestors",35.4
"Provincial",0
"Radicals",0
"Rebel",44.8
"Separatists",61.4
"Shia",18.4
"Social",16.4
"Unidentified Forces",49.4
