"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",35.1
"Criminals",37.5
"Defense",37.5
"Dissident",83.5
"Education",29.5
"Far Left",0
"Far Right",0
"General Population",37.8
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",80.4
"Insurgents",0
"International Ethnic",42.5
"Labor",29.5
"Legislative",41.5
"Local",0
"Marines",0
"Media",0
"Medical",0
"Military",72.7
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",50.5
"Police",63.1
"Protestors",0
"Provincial",0
"Rebel",27.1
"Social",222.3
"South American Indigenous",0
"Unidentified Forces",0
