"TSectors","Intensity"
"(National) Major Party",0
"Army",0
"Business",0
"Criminals",10
"Dissident",426
"Education",29
"Executive",49
"Fundamentalist",58
"General Population",167.6
"Government",1037.9
"Ideological",867
"Insurgents",0
"Intelligence Ministry",0
"International Religious",83
"Judicial",0
"Labor",51
"Legal",5
"Legislative",0
"Local",159.2
"Media",0
"Medical",0
"Military",204.4
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",19
"Parties",0
"Police",0
"Protestors",0
"Provincial",40.6
"Radicals",0
"Rebel",9.2
"Social",1363
"Sunni",538.6
"Unidentified Forces",513
