"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",0
"Dissident",27.8
"Education",0
"Elite",3.4
"Executive",0
"Executive Office",0
"General Population",125.7
"Government",42
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",26.8
"International Radicals",0
"International Religious",0
"Labor",6.8
"Local",0
"Media",0
"Medical",0
"Military",86.8
"Muslim",6.8
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",75.8
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",9.4
"Unidentified Forces",29.4
