"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Arab",0
"Beja",0
"Business",29.6
"Criminals",31.6
"Dissident",0
"Education",0
"General Population",130.6
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",21.6
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",26.6
"Labor",0
"Local",52.6
"Media",38.6
"Military",41.6
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",17.6
"Nongovernmental Organizations",0
"Police",21.6
"Print News",24.6
"Protestors",29.6
"Provincial",0
"Rebel",53.6
"Refugees",0
"Social",136.6
"Unidentified Forces",13.2
"Women",0
