"TSectors","Intensity"
"Agricultural",76.1
"Buddhist",0
"Business",80.3
"Criminals",0
"Dissident",214.3
"Education",60.7
"Exiles",0
"Finance",0
"General Population",0
"Government",0
"Human Rights IGOs",71.1
"Human Rights NGOs",0
"Ideological",68.1
"International Ethnic",0
"International Religious",0
"Local",62.1
"Media",79.1
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",86.1
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",83.1
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",222.5
"State Media",0
"Unidentified Forces",76.1
"Uyghur",0
