"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",124.7
"Dissident",102.7
"Education",0
"Executive Office",64.7
"General Population",0
"Government",68.3
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",406.6
"International Religious",0
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",62.7
"Local",0
"Media",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",69.1
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",68.1
"Police",65.7
"Protestors",55.7
"Radicals",0
"Rebel",73.7
"Refugees",0
"Separatists",0
"Social",431.1
"Unidentified Forces",73.7
