"TSectors","Intensity"
"(National) Major Party",0
"Army",36
"Business",26
"Criminals",52
"Dissident",121
"Education",0
"Executive",32
"Fundamentalist",294.4
"General Population",370.4
"Government",587.9
"Ideological",0
"Insurgents",0
"Intelligence Ministry",0
"International Religious",43
"Judicial",46
"Labor",0
"Legal",0
"Legislative",13
"Local",0
"Media",3
"Medical",8
"Military",181.3
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",0.6
"Police",0
"Protestors",8
"Provincial",0
"Radicals",0
"Rebel",36
"Social",846.7
"Sunni",0
"Unidentified Forces",74.2
