"TSectors","Intensity"
"Army",0
"Business",150.4
"Center Left",0
"Christian",0
"Criminals",363
"Dissident",417.9
"Education",58.1
"Elections Ministry",0
"Entertainment",33.6
"Far Right",0
"Food Ministry",0
"General Population",1170.3
"Government",1304.9
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Labor",0
"Lower House",26.7
"Medical",75.4
"Military",0
"Military Intelligence",0
"Muslim",297.4
"National Religious",205
"Parties",31.7
"Police",0
"Protestors",0
"Radicals",35.6
"Rebel",33.6
"Separatists",46.6
"Social",1308.3
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",76.6
