"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",28.5
"Arab",0
"Beja",0
"Business",20.5
"Criminals",0
"Dissident",116.6
"Education",0
"General Population",147.1
"Government",0
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",28.5
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",33.5
"Labor",40.5
"Local",0
"Media",0
"Military",98.6
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Print News",0
"Protestors",51.5
"Provincial",0
"Rebel",0
"Refugees",28.5
"Social",101.6
"Unidentified Forces",58.5
"Women",0
