"TSectors","Intensity"
"Business",10.9
"Criminals",0
"Defense",3.9
"Dissident",171.4
"Education",0
"Elite",20
"Executive",8.4
"Executive Office",61.6
"General Population",255.5
"Government",119.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",11.9
"Labor",0
"Local",0
"Media",0
"Medical",0
"Military",78.7
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",43.4
"Protestors",0
"Provincial",0
"Radicals",1.9
"Rebel",20.9
"Separatists",0
"Shia",0
"Social",81.5
"Unidentified Forces",77.1
