"TSectors","Intensity"
"(National) Major Party",28
"Agricultural",0
"Arab",0
"Beja",0
"Business",0
"Criminals",18.8
"Dissident",88.7
"Education",0
"General Population",95.4
"Government",193.8
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",28.4
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",0
"Labor",10.8
"Local",0
"Media",24.8
"Military",160.4
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Print News",8.4
"Protestors",11.8
"Provincial",16.4
"Rebel",24.1
"Refugees",5
"Social",7.8
"Unidentified Forces",51.8
"Women",0
