"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",18.2
"Elections Ministry",0
"Exiles",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",0
"Medical",0
"Military",41.5
"Muslim",28.2
"National Religious",18.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",27.2
"Protestors",15.2
"Radicals",0
"Rebel",28.2
"Refugees",18.2
"Separatists",8.2
"Social",27.4
"State Media",0
