"TSectors","Intensity"
"Agriculture",0
"Business",0
"Catholic",0
"Criminals",36.3
"Dissident",77.7
"Education",25.3
"Exiles",0
"Food Ministry",0
"General Population",991
"Government",113.5
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",31.3
"Labor Ministry",24.3
"Media",0
"Medical",21.3
"Military",25.3
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",18.8
"Police",92.5
"Protestors",0
"Provincial Party",30.3
"Radicals",28.3
"Rebel",0
"Refugees",27.3
"Social",32
"Unidentified Forces",26.3
