"TSectors","Intensity"
"Agriculture",0
"Business",48.2
"Catholic",0
"Criminals",0
"Dissident",104.4
"Education",0
"Exiles",0
"Food Ministry",0
"General Population",813.6
"Government",57
"Heavy Industrial",0
"Human Rights IGOs",32
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",7.2
"Labor Ministry",0
"Media",2.9
"Medical",0
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",10
"Police",55.6
"Protestors",18
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",0
"Social",661.8
"Unidentified Forces",30
