"TSectors","Intensity"
"Business",0
"Criminals",27
"Defense",0
"Dissident",562.9
"Education",48
"Elite",0
"Executive",158.1
"Executive Office",206
"General Population",1190.6
"Government",1146.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Medical",80
"Military",377.8
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",879.6
"Provincial",0
"Radicals",0
"Rebel",19
"Separatists",0
"Shia",0
"Social",19
"Unidentified Forces",166.4
