"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",0
"Dissident",75
"Education",0
"Elite",15
"Executive",26
"Executive Office",0
"General Population",134
"Government",125
"Human Rights IGOs",0
"Human Rights NGOs",27
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Medical",0
"Military",163.9
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",26
"Nongovernmental Organizations",0
"Police",13.6
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",230.5
"Unidentified Forces",235.2
