"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",25.8
"Criminals",46.8
"Dissident",125
"Education",0
"Elections Ministry",0
"Exiles",35.8
"General Population",144.9
"Human Rights IGOs",0
"Human Rights NGOs",139.3
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",28.8
"Labor",80.4
"Legal",0
"Marines",0
"Media",0
"Military",80.8
"Municipal",10.8
"National Religious",12.8
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",12.8
"Rebel",102.3
"Separatists",188
"Social",16.6
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",39.4
