"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",8
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",12.4
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",82
"Government",0
"Human Rights IGOs",0
"Ideological",8
"Insurgents",0
"Judicial",4.6
"Labor",0
"Legal",1
"Local",0
"Media",0
"Medical",0
"Military",17
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",8
"Social",0
"Transportation Business",0
"Unidentified Forces",0
