"TSectors","Intensity"
"Army",0
"Business",0
"Center Left",107.2
"Christian",66.1
"Criminals",0
"Dissident",243.9
"Education",97.3
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",677.3
"Government",0
"Government Major Party (In Government)",102.3
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Labor",0
"Lower House",104.3
"Medical",198.6
"Military",103.9
"Military Intelligence",0
"Muslim",98.3
"National Religious",108.3
"Parties",162.4
"Police",308.4
"Protestors",94.3
"Radicals",0
"Rebel",0
"Separatists",0
"Social",180.6
"State Owned Enterprises",103.3
"State-Owned Heavy Industrial",0
"Unidentified Forces",129.1
