"TSectors","Intensity"
"Agriculture",0
"Business",92.3
"Catholic",0
"Criminals",0
"Dissident",183.7
"Education",109
"Exiles",0
"Food Ministry",0
"General Population",0
"Government",0
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",137.1
"Labor Ministry",0
"Media",119
"Medical",116.6
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",113.4
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",271.1
"Protestors",0
"Provincial Party",99.5
"Radicals",0
"Rebel",0
"Refugees",164
"Social",1127.6
"Unidentified Forces",122
