"TSectors","Intensity"
"(National) Minor Party",9.6
"Agricultural",0
"Business",9.6
"Criminals",0
"Defense",0
"Dissident",76.6
"Education",0
"Far Left",49.4
"Far Right",22
"General Population",0
"Government",38.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Ethnic",0
"Labor",22
"Legislative",10
"Local",19.1
"Marines",0
"Media",17
"Medical",0
"Military",53
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",0
"Parties",241.2
"Police",44
"Protestors",9.6
"Provincial",0
"Rebel",25.8
"Social",350.6
"South American Indigenous",0
"Unidentified Forces",13.5
