"TSectors","Intensity"
"(National) Minor Party",8.4
"Agriculture",0
"Army",0
"Centrist",22
"Criminals",0
"Dissident",4
"General Population",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",3
"Local",0
"Media",0
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",6
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",114.8
"State-Owned Transportation",0
"Unidentified Forces",0
