"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",67.7
"Criminals",155.1
"Dissident",443.9
"Education",95.1
"General Population",2057.3
"Government",430.4
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",49.1
"Ideological",42.1
"Insurgents",0
"International Religious",134.1
"Kashmiri",0
"Labor",44.1
"Legislative",128.4
"Media",51.1
"Medical",46.1
"Military",268.1
"Muslim",44.1
"National Religious",31
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",127.9
"Opposition Major Party (Out Of Government)",0
"Parties",6.4999999999999
"Police",939.7
"Protestors",124.7
"Radicals",0
"Rebel",141.1
"Separatists",60.4
"Sikh",0
"Social",2252.1
"Unidentified Forces",241.7
