"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",0
"Dissident",0
"General Population",0
"Health Ministry",0
"Human Rights IGOs",24.5
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",0
"Military",24.5
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",26.5
"Protestors",24.5
"Provincial",0
"Radicals",0
"Rebel",0
"Social",46.5
"State-Owned Transportation",0
"Unidentified Forces",35.5
