"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",0
"Dissident",14
"Education",0
"Executive Office",22
"General Population",0
"Government",74.8
"Government Major Party (In Government)",8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",42.6
"International Religious",0
"Kurd (Ethnic Group)",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Military",26
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",11
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",95.7
"Unidentified Forces",16
