"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",2
"Dissident",89.6
"Education",0
"Elite",2
"Executive",0
"Executive Office",4
"General Population",0
"Government",67.1
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",14
"Local",0
"Media",5.4
"Medical",0
"Military",112
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",66
"Protestors",70
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",179.6
"Unidentified Forces",0
