"TSectors","Intensity"
"Business",8.7
"Center Left",0
"Criminals",0
"Dissident",21.7
"Exiles",0
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",296.6
"National",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",21.7
"Parties",13.7
"Police",0
"Protestors",20.7
"Provincial",16.7
"Provincial Party",0
"Radio News",0
"Rebel",138.7
"Social",130.3
"Unidentified Forces",81.5
"Upper House",0
