"TSectors","Intensity"
"(National) Major Party",56.2
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",88.4
"Dissident",0
"Education",0
"Elite",0
"Exiles",0
"General Population",264.6
"Government",21
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",13.4
"International Religious",7.4
"Judicial",5.4
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",10.4
"Municipal",0
"Muslim",33.9
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",22.4
"Opposition Major Party (Out Of Government)",0
"Parties",11.4
"Police",84.9
"Protestors",49.4
"Radicals",0
"Rebel",0
"Social",77.2
"Unidentified Forces",0
