"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",8.9
"Criminals",0
"Dissident",22.9
"General Population",33.7
"Health Ministry",0
"Human Rights IGOs",22.9
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",10.9
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",32.9
"Police",16.4
"Protestors",26.9
"Provincial",0
"Radicals",0
"Rebel",0
"Social",35.9
"State-Owned Transportation",0
"Unidentified Forces",0
