"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Buddhist",0
"Business",20
"Criminals",110
"Dissident",30
"Education",5
"Elite",3.4
"Exiles",0
"General Population",337
"Government",157.1
"Government Major Party (In Government)",9
"Human Rights IGOs",0
"Human Rights NGOs",19
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",9.6
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",9
"National Religious",0
"Nongovernmental Organization (International)",55
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",28.2
"Parties",58.8
"Police",0
"Protestors",46.2
"Radicals",0
"Rebel",0
"Social",76
"Unidentified Forces",0
