"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",0
"Center Right",15
"Centrist",20.6
"Criminals",47.8
"Dissident",61.4
"Education",30.6
"Executive",58
"General Population",0
"Government",175.1
"Human Rights IGOs",0
"Human Rights NGOs",33
"Insurgents",0
"International Ethnic",0
"International Religious",81.5
"Labor",49.8
"Local",0
"Media",20
"Medical",0
"Military",61.6
"Muslim",187.6
"National Religious",0
"News",0
"Nongovernmental Organization (International)",35
"Nongovernmental Organizations",0
"Parties",16.9
"Police",23
"Protestors",58
"Provincial",0
"Radicals",53
"Rebel",0
"Social",571.5
"Unidentified Forces",128.6
