"TSectors","Intensity"
"Business",0
"Criminals",0
"Defense",16
"Dissident",96
"Education",0
"Elite",10
"Executive",7
"Executive Office",0
"General Population",309.9
"Government",27
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",7
"Medical",0
"Military",175.2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",26
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",7
"Unidentified Forces",277
