"TSectors","Intensity"
"Agricultural",0
"Army",3.2
"Banned Parties",0
"Center Left",12.6
"Criminals",75.8
"Dissident",276.1
"Education",0
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",105.6
"Government",147.1
"Human Rights IGOs",0.6
"Human Rights NGOs",0
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",13.6
"Labor",0
"Labor NGOs",0
"Legal",0
"Media",10.6
"Military",27.6
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",12.6
"Police",35.6
"Protestors",186
"Radicals",8.6
"Radio News",8.6
"Rebel",8.6
"Social",152.8
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",17.6
