"TSectors","Intensity"
"Agricultural",0
"Business",0
"Catholic",0
"Criminals",43
"Dissident",17.6
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",224.3
"Government",68.2
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",15
"Legislative",3.7
"Local",0
"Media",39
"Medical",0
"Military",4
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",4
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",19.2
"Television Entertainment",0
"Unidentified Forces",10
"Upper House",0
