"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",0
"Dissident",115.2
"Elections Ministry",0
"Exiles",0
"General Population",114.2
"Government",88
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",121.2
"Media",123.2
"Medical",0
"Military",116.2
"Muslim",0
"National Religious",104.8
"Nongovernmental Organization (International)",111.8
"Nongovernmental Organizations",119.2
"Police",177.7
"Protestors",0
"Radicals",0
"Rebel",89.2
"Refugees",115.2
"Separatists",0
"Social",111.8
"State Media",0
