"TSectors","Intensity"
"Agricultural",9.8
"Business",15.4
"Catholic",0
"Criminals",135.8
"Dissident",0
"Education",12.8
"Entertainment",0
"Environment Ministry",0
"General Population",167.9
"Government",19.9
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",11.8
"Legal",11.8
"Legislative",18.8
"Local",0
"Media",0
"Medical",9.8
"Military",13.8
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",8.8
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",193.8
"Television Entertainment",0
"Unidentified Forces",13.8
"Upper House",0
