"TSectors","Intensity"
"Agricultural",0
"Business",11
"Catholic",9
"Criminals",81.8
"Dissident",34
"Education",18.5
"Entertainment",0
"Environment Ministry",0
"General Population",119
"Government",20.3
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",8
"Legislative",0
"Local",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",4.2
"Nongovernmental Organization (International)",5.6
"Nongovernmental Organizations",11
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",43.4
"Television Entertainment",0
"Unidentified Forces",9
"Upper House",0
