"TSectors","Intensity"
"Agricultural",0
"Banned Parties",0
"Business",12
"Criminals",0
"Defense",0
"Dissident",69
"Education",2
"Elite",48
"Executive",5.6
"General Population",862.8
"Government",678.1
"Intelligence Ministry",0
"Interior",0
"International Religious",5.9
"Judicial",0
"Kurd (Ethnic Group)",50.2
"Labor",135
"Legal",0
"Legislative",0
"Local",49
"Media",0
"Medical",0
"Military",0
"Muslim",14
"National Religious",19
"Nongovernmental Organizations",23
"Parties",69.1
"Police",611.9
"Protestors",1.2
"Provincial",0
"Radicals",0
"Rebel",81.9
"Social",943.5
"Sunni",9
"Unidentified Forces",116.6
