"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",0
"Dissident",249.6
"Education",111.9
"Exiles",0
"Finance",47.2
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",82.8
"Ideological",45.2
"International Ethnic",0
"International Religious",43.2
"Local",79.2
"Media",0
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",50.2
"Nongovernmental Organizations",0
"Police",215.2
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",762.7
"State Media",0
"Unidentified Forces",0
"Uyghur",0
