"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",98.5
"Criminals",243
"Dissident",647
"Education",137
"General Population",2931.8
"Government",1187.1
"Government Major Party (In Government)",76.7
"Human Rights IGOs",0
"Human Rights NGOs",125.3
"Ideological",98.2
"Insurgents",85.2
"International Religious",76.2
"Kashmiri",22.8
"Labor",0
"Legislative",80.2
"Media",170.5
"Medical",86.2
"Military",374.7
"Muslim",97.8
"National Religious",121.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",0
"Parties",0
"Police",0
"Protestors",160.4
"Radicals",85.7
"Rebel",0
"Separatists",0
"Sikh",96.8
"Social",473.4
"Unidentified Forces",386.7
