"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",25.9
"Criminals",23.9
"Dissident",18.9
"General Population",18.1
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",18.9
"Local",0
"Media",21.9
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",18.9
"Protestors",10.9
"Provincial",0
"Radicals",0
"Rebel",0
"Social",0
"State-Owned Transportation",0
"Unidentified Forces",0
