"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",62
"Education",0
"Elections Ministry",0
"General Population",11
"Government",66
"Human Rights IGOs",2
"Human Rights NGOs",0
"Ideological",0
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",0
"Military",0
"Municipal",0
"National Religious",21.5
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",0
"Police",0
"Protestors",9
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",10
"Social",39.5
"State Media",0
"Unidentified Forces",0
