"TSectors","Intensity"
"Agriculture",0
"Business",0
"Catholic",0
"Criminals",27.2
"Dissident",150.3
"Education",8.3
"Exiles",0
"Food Ministry",0
"General Population",0
"Government",98.8
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",18
"Labor Ministry",0
"Media",21.1
"Medical",32
"Military",31
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",56.6
"Provincial Party",64.6
"Radicals",0
"Rebel",0
"Refugees",0
"Social",935.400000000001
"Unidentified Forces",21
