"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",91
"Dissident",46
"Education",8.1
"Exiles",0
"Finance",0
"General Population",287.5
"Government",107.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",5.6
"International Ethnic",23.5
"International Religious",39.4
"Local",0
"Media",0
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",1
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",62.4
"Protestors",31
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",538.8
"State Media",0
"Unidentified Forces",12
"Uyghur",0
