"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",10.7
"Dissident",0
"Education",10.7
"Elite",8.7
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",120.1
"Government",0
"Human Rights IGOs",0
"Ideological",57.7
"Insurgents",0
"Judicial",10.7
"Labor",0
"Legal",17.5
"Local",0
"Media",0
"Medical",5.7
"Military",12.3
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",76.7
"Protestors",41.7
"Provincial",0
"Rebel",0
"Social",0
"Transportation Business",0
"Unidentified Forces",0
